basic_std,table,column,label,order,type,length,displayformat,xmldatatype,xmlcodelist,xmlcodelist_multi,core,origin,role,term,algorithm,qualifiers,comment,IGcomment,class_table,class_column,map_var_flag,fixed_mapping,include_in_raw,nn_internal,value_lvl_where_cols,value_lvl_label_col,value_lvl_collect_ct_val,value_lvl_ct_cdlist_id_col,enrich_build_order,enrich_rule,xmlcodelistvalues
Y,TV,VISITNUM,Visit Number,30,N,8,8.1,float,,,Req,Protocol,Topic,,,,,"1. Clinical encounter number 2. Numeric version of VISIT, used for sorting.",TIMING,VISITNUM,,,,,,,,,,,
Y,TV,VISIT,Visit Name,40,C,40,,text,,,Perm,Protocol,SynonymQualifier,,,UPPERCASE,,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY as a text description of the clinical encounter.,TIMING,VISIT,,,,,,,,,,,
Y,TV,VISITDY,Planned Study Day of Visit,50,N,8,,integer,,,Perm,Protocol,Timing,,,,,"1. Planned study day of VISIT. 2. Due to its sequential nature, used for sorting.",TIMING,VISITDY,,,,,,,,,,,
Y,TV,ARMCD,Planned Arm Code,60,C,20,,text,,,Exp,Protocol,RecordQualifier,*,,UPPERCASE,,"1.ARMCD is limited to 20 characters and does not have special character restrictions. The maximum length of ARMCD is longer than for other ""short"" variables to accommodate the kind of values that are likely to be needed for crossover trials. For example, if ARMCD values for a seven- period crossover were constructed using two-character abbreviations for each treatment and separating hyphens, the length of ARMCD values would be 20. 2. If the timing of Visits for a trial does not depend on which ARM a subject is in, then ARMCD should be null.",TV,ARMCD,,,,,,,,,,,
Y,TV,ARM,Description of Planned Arm,70,C,40,,text,,,Perm,Protocol,SynonymQualifier,*,,UPPERCASE,,"1. Name given to an Arm or Treatment Group. 2. If the timing of Visits for a trial does not depend on which Arm a subject is in, then Arm should be left blank.",TV,ARM,,,,,,,,,,,
Y,TV,TVSTRL,Visit Start Rule,80,C,200,,text,,,Req,Protocol,Rule,,,UPPERCASE,,"Rule describing when the Visit starts, in relation to the sequence of Elements.",TV,TVSTRL,,,,,,,,,,,
Y,TV,TVENRL,Visit End Rule,90,C,200,,text,,,Perm,Protocol,Rule,,,UPPERCASE,,"Rule describing when the Visit ends, in relation to the sequence of Elements.",TV,TVENRL,,,,,,,,,,,
,VS,CDMS_SUB_EVT_NUM,CDMS Repeat Sequence Number,10,N,8,,integer,,,Perm,,RecordQualifier,,,,,,NN DEFINED,CDMS_SUB_EVT_NUM,,src.cdms_sub_evt_num,Y,Y,,,,,,,
,VS,SRC_FIND_COLL_UNIT,CDW SRC Finding Collection Unit,20,C,80,,text,,,Perm,,RecordQualifier,,,,,,NN DEFINED,SRC_FIND_COLL_UNIT,,src.find_coll_unit,Y,Y,,,,,,,
,VS,TOPIC_CD,CDW Topic Code,30,C,80,,text,,,Perm,,Topic,,,,,,NN DEFINED,TOPIC_CD,,src.topic_cd,Y,Y,,,,,,,
Y,VS,STUDYID,Study Identifier,40,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,*,,Y,,,,,,,,
Y,VS,DOMAIN,Domain Abbreviation,50,C,8,,text,,,Req,Assigned,Identifier,VS,,UPPERCASE,,Two-character abbreviation for the domain.,IDENTIFIERS,DOMAIN,*,,Y,,,,,,,,
Y,VS,USUBJID,Unique Subject Identifier,60,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,IDENTIFIERS,USUBJID,*,,Y,,,,,,,,
,VS,SPDEVID,Sponsor Device Identifier,70,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined identifier for a device,IDENTIFIERS,SPDEVID,Y,,Y,,,,,,,,
Y,VS,VSSEQ,Sequence Number,80,N,8,,integer,,,Req,Derived,Identifier,,Sequential number identifying records within each USUBJID,,,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
Y,VS,VSGRPID,Group ID,90,C,60,,text,,,Perm,,Identifier,,,UPPERCASE,,Used to tie together a block of related records in a single domain for a subject.,IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
,VS,VSREFID,Reference ID,100,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,,IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
Y,VS,VSSPID,Sponsor-Defined Identifier,110,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database.,IDENTIFIERS,__SPID,*,,Y,,,,,,,,
,VS,VSLNKID,Link ID,120,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.,IDENTIFIERS,__LNKID,Y,,Y,,,,,,,,
,VS,VSLNKGRP,Link Group ID,130,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.,IDENTIFIERS,__LNKGRP,Y,,Y,,,,,,,,
Y,VS,VSTESTCD,Vital Signs Test Short Name,140,C,8,,text,VSTESTCD,,Req,Assigned,Topic,(VSTESTCD),,UPPERCASE,,"Short name of the measurement, test, or examination described in VSTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in VSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). VSTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: SYSBP, DIABP, BMI.",FINDINGS,__TESTCD,Y,,Y,,,,,,,,
Y,VS,VSTEST,Vital Signs Test Name,150,C,40,,text,VSTEST,,Req,Assigned,SynonymQualifier,(VSTEST),,MIXEDCASE,,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in VSTEST cannot be longer than 40 characters. Examples: Systolic Blood Pressure, Diastolic Blood Pressure, Body Mass Index.",FINDINGS,__TEST,Y,,Y,,,,,,,,
Y,VS,VSCAT,Category for Vital Signs,160,C,60,,text,VSCAT,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,Used to define a category of related records.,FINDINGS,__CAT,Y,src.cat,Y,,,,,,,,
Y,VS,VSSCAT,Subcategory for Vital Signs,170,C,60,,text,,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,A further categorization of a measurement or examination.,FINDINGS,__SCAT,Y,src.sub_cat,Y,,,,,,,,
Y,VS,VSPOS,Vital Signs Position of Subject,180,C,40,,text,POSITION,,Perm,Assigned,RecordQualifier,(POSITION),,UPPERCASE,,"Position of the subject during a measurement or examination. Examples: SUPINE, STANDING, SITTING.",FINDINGS,__POS,Y,,Y,,,,,,,,
Y,VS,VSORRES,Result or Finding in Original Units,190,C,200,,text,,,Exp,CRF,ResultQualifier,,,UPPERCASE,,Result of the vital signs measurement as originally received or collected.,FINDINGS,__ORRES,Y,,Y,,VSTESTCD,VSTEST,,CATGO_CT,,,
Y,VS,VSORRESU,Original Units,200,C,40,,text,VSRESU,,Exp,CRF,VariableQualifier,(VSRESU),,MIXEDCASE,,"Original units in which the data were collected. The unit for VSORRES. Examples: IN, LB, BEATS/MIN.",FINDINGS,__ORRESU,Y,,Y,,VSTESTCD,VSTEST,Y,,,,
Y,VS,VSSTRESC,Character Result/Finding in Std Format,210,C,200,,text,,,Exp,Derived,ResultQualifier,,VSORRES converted into standard unit,UPPERCASE,,"Contains the result value for all findings, copied or derived from VSORRES in a standard format or standard units. VSSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in VSSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in VSORRES and these results effectively have the same meaning, they could be represented in standard format in VSSTRESC as ""NEGATIVE"".",FINDINGS,__STRESC,Y,,Y,,,,,,50,sdtme_std_stres_v$$,
Y,VS,VSSTRESN,Numeric Result/Finding in Standard Units,220,N,8,8.3,float,,,Exp,Derived,ResultQualifier,,VSORRES converted into standard unit,,,Used for continuous or numeric results or findings in standard format; copied in numeric format from VSSTRESC. VSSTRESN should store all numeric test results or findings.,FINDINGS,__STRESN,,,,,,,,,50,sdtme_std_stres_v$$,
Y,VS,VSSTRESU,Standard Units,230,C,40,,text,VSRESU,,Exp,Assigned,VariableQualifier,(VSRESU),,MIXEDCASE,,Standardized unit used for VSSTRESC and VSSTRESN.,FINDINGS,__STRESU,,,,,,,,,40,sdtme_std_stresu_v$$,
Y,VS,VSSTAT,Completion Status,240,C,40,,text,ND,,Perm,Derived,RecordQualifier,(ND),"Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF",UPPERCASE,,Used to indicate that a vital sign measurement was not done. Should be null if a result exists in VSORRES.,FINDINGS,__STAT,Y,,Y,,,,,,,,
Y,VS,VSREASND,Reason Not Performed,250,C,200,,text,,,Perm,Derived,RecordQualifier,,Set to NOT COLLECTED if VSSTAT is set to NOT DONE,UPPERCASE,,Describes why a measurement or test was not performed. Examples: BROKEN EQUIPMENT or SUBJECT REFUSED. Used in conjunction with VSSTAT when value is NOT DONE.,FINDINGS,__REASND,Y,,Y,,,,,,,,
Y,VS,VSLOC,Location of Vital Signs Measurement,260,C,100,,text,LOC,,Perm,,RecordQualifier,(LOC),,UPPERCASE,,Location relevant to the collection of Vital Signs measurement. Example: ARM for blood pressure.,FINDINGS,__LOC,Y,,Y,,,,,,,,
Y,VS,VSLAT,Laterality,270,C,40,,text,LAT,,Perm,,ResultQualifier,(LAT),,UPPERCASE,,"Qualifier for anatomical location or specimen further detailing laterality. Examples: RIGHT, LEFT, BILATERAL",FINDINGS,__LAT,Y,,Y,,,,,,,,
,VS,VSMETHOD,Method of Test or Examination,280,C,80,,text,METHOD,,Perm,,RecordQualifier,(METHOD),,UPPERCASE,,"Method of the test or examination. Examples: EIA (Enzyme Immunoassay), ELECTROPHORESIS, DIPSTICK",FINDINGS,__METHOD,Y,,Y,,,,,,,,
Y,VS,VSBLFL,Baseline Flag,290,C,2,,text,NY,,Exp,Derived,RecordQualifier,(NY),Baseline flag set to Y when the assessment is collected at the visit marked as baseline in the trial flowchart,UPPERCASE,,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",FINDINGS1,__BLFL,,,,,,,,,20,sdtme_std_blfl_v$$,Y
Y,VS,VSDRVFL,Derived Flag,300,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,"Used to indicate a derived record. The value should be Y or null. Records which represent the average of other records or which do not come from the CRF are examples of records that would be derived for the submission datasets. If VSDRVFL=Y, then VSORRES may be null, with VSSTRESC and (if numeric) VSSTRESN having the derived value.",FINDINGS,__DRVFL,,,,,,,,,,,Y
,VS,VSEVAL,Evaluator,310,C,40,,text,EVAL,,Perm,,RecordQualifier,(EVAL),,UPPERCASE,,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ADJUDICATION COMMITTEE, INDEPENDENT ASSESSOR, RADIOLOGIST.",FINDINGS,__EVAL,Y,,Y,,,,,,,,
,VS,VSEVALID,Evaluator Identifier,320,C,40,,text,MEDEVAL,,Perm,,VariableQualifier,(MEDEVAL),,UPPERCASE,,Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: RADIOLOGIST1 or RADIOLOGIST2,FINDINGS,__EVALID,Y,,Y,,,,,,,,
,VS,VSREPNUM,Repetition Number,330,N,8,,integer,,,Perm,,RecordQualifier,,,,,"The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary, e.g., within a time point or within a visit. For example, multiple measurements of blood pressure or multiple analyses of a sample.",FINDINGS,__REPNUM,Y,,Y,,,,,,,,
,VS,ETCD,Element Code,340,C,8,,text,,,Req,Assigned,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",NN DEFINED,ETCD,,,,,,,,,80,sdtme_std_etcd_v$$,
,VS,ELEMENT,Description of Element,350,C,40,,text,,,Req,Protocol,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,The name of the Element.,NN DEFINED,ELEMENT,,,,,,,,,80,sdtme_std_etcd_v$$,
Y,VS,VISITNUM,Visit Number,360,N,8,8.1,float,,,Exp,Protocol,Timing,,,,,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",TIMING,VISITNUM,,src.vis_id,Y,,,,,,,,
Y,VS,VISIT,Visit Name,370,C,40,,text,,,Perm,Protocol,Timing,,,UPPERCASE,,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,TIMING,VISIT,,,,,,,,,30,sdtme_std_visit_v$$,
Y,VS,VISITDY,Planned Study Day of Visit,380,N,8,,integer,,,Perm,Assigned,Timing,,,,Based on TV.VISITDY,Planned study day of the visit based upon RFSTDTC in Demographics.,TIMING,VISITDY,,,,,,,,,60,sdtme_std_visitdy_v$$,
,VS,EPOCH,Epoch,390,C,40,,text,EPOCH,,Perm,Protocol,Timing,(EPOCH),,UPPERCASE,Set based on the SE domain,"Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).",TIMING,EPOCH,,,,,,,,,70,sdtme_std_epoch_v$$,
Y,VS,VSDTC,Date/Time of Measurements,400,C,64,,datetime,,,Exp,Assigned,Timing,ISO 8601,,UPPERCASE DATETIME,,,TIMING,__DTC,Y,,Y,,,,,,,,
Y,VS,VSDY,Study Day of Vital Signs,410,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = VSDTC - RFSTDTC+1 if VSDTC is on or after RFSTDTC,VSDTC - RFSTDTC if VSDTC precedes RFSTDTC",,,"1. Study day of vital signs measurements, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",TIMING,__DY,,,,,,,,,10,sdtme_std_dy_v$$,
Y,VS,VSTPT,Planned Time Point Name,420,C,80,,text,,,Perm,Assigned,Timing,,,UPPERCASE,,"1. Text Description of time when measurement should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See VSTPTNUM and VSTPTREF. Examples: Start, 5 min post.",TIMING,__TPT,Y,,Y,,,,,,,,
Y,VS,VSTPTNUM,Planned Time Point Number,430,N,8,8.1,float,,,Perm,Assigned,Timing,,,,,Numerical version of VSTPT to aid in sorting.,TIMING,__TPTNUM,Y,,Y,,,,,,,,
Y,VS,VSELTM,Planned Elapsed Time from Time Point Ref,440,C,64,,text,,,Perm,,Timing,ISO 8601,,UPPERCASE DURATION,,"Planned Elapsed time (in ISO 8601) relative to a planned fixed reference (VSTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 Duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by VSTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by VSTPTREF.",TIMING,__ELTM,Y,,Y,,,,,,,,
Y,VS,VSTPTREF,Time Point Reference,450,C,40,,text,,,Perm,,Timing,,,UPPERCASE,,"Name of the fixed reference point referred to by VSELTM, VSTPTNUM, and VSTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.",TIMING,__TPTREF,Y,,Y,,,,,,,,
Y,VS,VSRFTDTC,Date/Time of Reference Time Point,460,C,64,,datetime,,,Perm,,Timing,ISO 8601,,UPPERCASE DATETIME,,"Date/time of the reference time point, LBTPTREF.",TIMING,__RFTDTC,Y,,Y,,,,,,,,
,XA,CDMS_SUB_EVT_NUM,CDMS Repeat Sequence Number,10,N,8,,integer,,,Perm,,RecordQualifier,,,,,,NN DEFINED,CDMS_SUB_EVT_NUM,,src.cdms_sub_evt_num,Y,Y,,,,,,,
,XA,SRC_FIND_COLL_UNIT,CDW SRC Finding Collection Unit,20,C,80,,text,,,Perm,,RecordQualifier,,,,,,NN DEFINED,SRC_FIND_COLL_UNIT,,src.find_coll_unit,Y,Y,,,,,,,
,XA,TOPIC_CD,CDW Topic Code,30,C,80,,text,,,Perm,,Topic,,,,,,NN DEFINED,TOPIC_CD,,src.topic_cd,Y,Y,,,,,,,
,XA,STUDYID,Study Identifier,40,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,,IDENTIFIERS,STUDYID,*,,Y,,,,,,,,
,XA,DOMAIN,Domain Abbreviation,50,C,8,,text,,,Req,Assigned,Identifier,,,UPPERCASE,,,IDENTIFIERS,DOMAIN,*,,Y,,,,,,,,
,XA,USUBJID,Unique Subject Identifier,60,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID,,IDENTIFIERS,USUBJID,*,,Y,,,,,,,,
,XA,SPDEVID,Sponsor Device Identifier,70,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined identifier for a device,IDENTIFIERS,SPDEVID,Y,,Y,,,,,,,,
,XA,XASEQ,Sequence Number,80,N,8,,integer,,,Req,Derived,Identifier,,Sequential number identifying records within each USUBJID,,,,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
,XA,XAGRPID,Group ID,90,C,60,,text,,,Perm,,Identifier,,,UPPERCASE,,,IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
,XA,XAREFID,Reference ID,100,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,,IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
,XA,XASPID,Sponsor-Defined Identifier,110,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,"System generated unique identifier, can be used as reference to the ADaM domains",,IDENTIFIERS,__SPID,*,,Y,,,,,,,,
,XA,XALNKID,Link ID,120,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.,IDENTIFIERS,__LNKID,Y,,Y,,,,,,,,
,XA,XALNKGRP,Link Group ID,130,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.,IDENTIFIERS,__LNKGRP,Y,,Y,,,,,,,,
,XA,XATESTCD,Measurement/Test/Examination Short Name,140,C,8,,text,,,Req,Assigned,Topic,*,,UPPERCASE,Assigned in mapping or terminology conversion,,FINDINGS,__TESTCD,Y,,Y,,,,,,,,
,XA,XATEST,"Name of Measurement, Test or Examination",150,C,40,,text,,,Req,Assigned,SynonymQualifier,*,,MIXEDCASE,Assigned in mapping or terminology conversion,,FINDINGS,__TEST,Y,,Y,,,,,,,,
,XA,XACAT,Category,160,C,60,,text,,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,,FINDINGS,__CAT,Y,src.cat,Y,,,,,,,,
,XA,XASCAT,Subcategory,170,C,60,,text,,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,,FINDINGS,__SCAT,Y,src.sub_cat,Y,,,,,,,,
,XA,XAORRES,Result or Finding in Original Units,180,C,200,,text,,,Exp,,ResultQualifier,,,UPPERCASE,,,FINDINGS,__ORRES,Y,,Y,,,,,,,,
,XA,XAORRESU,Original Units,190,C,40,,text,UNIT,,Perm,,VariableQualifier,(UNIT),,MIXEDCASE,,,FINDINGS,__ORRESU,Y,,Y,,,,,,,,
,XA,XASTRESC,Result or Finding in Standard Format,200,C,200,,text,,,Exp,Derived,ResultQualifier,,XAORRES converted into standard unit,UPPERCASE,XAORRES converted into standard unit,,FINDINGS,__STRESC,Y,,Y,,,,,,60,sdtme_std_stres_v$$,
,XA,XASTRESN,Numeric Result/Finding in Standard Units,210,N,8,8.3,float,,,Perm,,ResultQualifier,,,,,,FINDINGS,__STRESN,,,,,,,,,60,sdtme_std_stres_v$$,
,XA,XASTRESU,Standard Units,220,C,40,,text,UNIT,,Perm,,VariableQualifier,(UNIT),,MIXEDCASE,,,FINDINGS,__STRESU,,,,,,,,,50,sdtme_std_stresu_v$$,
,XA,XASTAT,Completion Status,230,C,40,,text,ND,,Perm,Derived,RecordQualifier,(ND),"Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF",UPPERCASE,"Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF",,FINDINGS,__STAT,Y,,Y,,,,,,,,
,XA,XAREASND,Reason Not Done,240,C,200,,text,,,Perm,Derived,RecordQualifier,,Set to NOT COLLECTED if XASTAT is set to NOT DONE,UPPERCASE,Set to NOT COLLECTED if XASTAT is set to NOT DONE,,FINDINGS,__REASND,Y,,Y,,,,,,,,
,XA,XAMETHOD,Method of Test or Examination,250,C,80,,text,METHOD,,Perm,,RecordQualifier,(METHOD),,UPPERCASE,,,FINDINGS,__METHOD,Y,,Y,,,,,,,,
,XA,XABLFL,Baseline Flag,260,C,2,,text,NY,,Exp,Derived,RecordQualifier,(NY),Baseline flag set to Y when the assessment is collected at the visit marked as baseline in the trial flowchart,UPPERCASE,,,FINDINGS,__BLFL,,,,,,,,,20,sdtme_std_blfl_v$$,Y
,XA,XADRVFL,Derived Flag,270,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,,FINDINGS,__DRVFL,,,,,,,,,,,
