basic_std;table;column;label;order;type;length;displayformat;xmldatatype;xmlcodelist;xmlcodelist_multi;core;origin;origintype;originsource;role;term;algorithm;qualifiers;isnotcdiscstd;comment;IGcomment;class_table;class_column;map_var_flag;fixed_mapping;include_in_raw;nn_internal;value_lvl_where_cols;value_lvl_label_col;value_lvl_collect_ct_val;value_lvl_ct_cdlist_id_col;enrich_build_order;enrich_rule;xmlcodelistvalues
;ZL;LBSTREFC;Reference Result in Standard Format;280;C;200;;text;;;Exp;;;;Variable Qualifier;;;UPPERCASE;;;Reference value for the result or finding copied or derived from --ORREF in a standard format.;FINDINGS;__STREFC;;;;;;;;;;;
;ZL;LBNRIND;Reference Range Indicator;290;C;20;;text;NRIND;;Exp;Derived;Derived;Sponsor;Variable Qualifier;(NRIND);If LBORRESN > LBORNRHI then LBNRIND=HIGH. If LBORRESN < LBORNRLO then LBNRIND=LOW. If LBORRESN between LBORNRLO and LBORNRHI then LBNRIND=NORMAL.;UPPERCASE;;;1. Indicates where the value falls with respect to reference range defined by LBORNRLO and LBORNRHI, LBSTNRLO and LBSTNRHI, or by LBSTNRC. Examples: NORMAL, ABNORMAL, HIGH, LOW. 2. Sponsors should specify in the study metadata (Comments column in the define.xml) whether LBNRIND refers to the original or standard reference ranges and results. 3. Should not be used to indicate clinical significance.;FINDINGS;__NRIND;;;;;;;;;;;
;ZL;LBSTAT;Completion Status;300;C;40;;text;ND;;Perm;Derived;Derived;Sponsor;Record Qualifier;(ND);Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF;UPPERCASE;;;Used to indicate exam not done. Should be null if a result exists in LBORRES.;FINDINGS;__STAT;;;;;;;;;;;
;ZL;LBREASND;Reason Test Not Done;310;C;200;;text;;;Perm;eDT;Collected;Vendor;Record Qualifier;;;UPPERCASE;;;Describes why a measurement or test was not performed such as BROKEN EQUIPMENT, SUBJECT REFUSED, or SPECIMEN LOST. Used in conjunction with LBSTAT when value is NOT DONE.;FINDINGS;__REASND;;;;;;;;;;;
;ZL;LBNAM;Vendor Name;320;C;40;;text;;;Perm;eDT;Collected;Vendor;Record Qualifier;;;UPPERCASE;;;The name or identifier of the laboratory that performed the test.;FINDINGS;__NAM;;;;;;;;;;;
;ZL;LBLOINC;LOINC Code;330;C;200;;text;;;Perm;eDT;Collected;Vendor;Synonym Qualifier;*;;UPPERCASE;;;1. Dictionary-derived LOINC Code for LBTEST. 2. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the define.xml external codelist attributes;FINDINGS;__LOINC;;;;;;;;;;;
;ZL;LBSPEC;Specimen Type;340;C;80;;text;SPECTYPE;;Perm;eDT;Collected;Vendor;Record Qualifier;(SPECTYPE);;UPPERCASE;;;Defines the type of specimen used for a measurement. Examples: SERUM, PLASMA, URINE.;FINDINGS;__SPEC;;;;;;;;;;;
;ZL;LBSPCCND;Specimen Condition;350;C;40;;text;SPECCOND;;Perm;eDT;Collected;Vendor;Record Qualifier;(SPECCOND);;UPPERCASE;;;Free or standardized text describing the condition of the specimen e.g. HEMOLYZED, ICTERIC, LIPEMIC etc.;FINDINGS;__SPCCND;;;;;;;;;;;
;ZL;LBMETHOD;Method of Test or Examination;360;C;80;;text;METHOD;;Perm;eDT;Collected;Vendor;Record Qualifier;(METHOD);;UPPERCASE;;;Method of the test or examination. Examples: EIA (Enzyme Immunoassay), ELECTROPHORESIS, DIPSTICK;FINDINGS;__METHOD;;;;;;;;;;;
;ZL;LBANMETH;Analysis Method;370;C;80;;text;;;Perm;eDT;Collected;Vendor;Record Qualifier;*;;UPPERCASE;;;Analysis method applied to obtain a summarized result. Analysis method describes the method of secondary processing applied to a complex observation result (e.g. an image or a genetic sequence).;FINDINGS;__ANMETH;;;;;;;;;;;
;ZL;LBLOBXFL;Last Observation Before Exposure Flag;380;C;1;;text;NY;;Exp;;;;Record Qualifier;(NY);;UPPERCASE;;;"Operationally-derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null.";FINDINGS;__LOBXFL;;;;;;;;;;;Y
;ZL;LBBLFL;Baseline Flag;390;C;2;;text;NY;;Exp;Derived;Derived;Sponsor;Record Qualifier;(NY);Baseline flag set to Y when the assessment is collected at the visit marked as baseline in the trial flowchart;UPPERCASE;;;"Indicator used to identify a baseline value. The value should be ""Y"" or null.";FINDINGS;__BLFL;;;;;;;;;;;Y
;ZL;LBFAST;Fasting Status;400;C;2;;text;NY;;Perm;eDT;Collected;Vendor;Record Qualifier;(NY);;UPPERCASE;;;Indicator used to identify fasting status such as Y, N, U, or null if not relevant.;FINDINGS;__FAST;;;;;;;;;;;
;ZL;LBDRVFL;Derived Flag;410;C;2;;text;NY;;Perm;eDT;Collected;Vendor;Record Qualifier;(NY);;UPPERCASE;;;Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records, or do not come from the CRF, or are not as originally received or collected are examples of records that might be derived for the submission datasets. If LBDRVFL=Y, then LBORRES may be null, with LBSTRESC, and (if numeric) LBSTRESN having the derived value.;FINDINGS;__DRVFL;;;;;;;;;;;Y
;ZL;LBTOX;Toxicity;420;C;80;;text;;;Perm;eDT;Collected;Vendor;Variable Qualifier;*;;UPPERCASE;;;Description of toxicity quantified by LBTOXGR. The sponsor is expected to provide the name of the scale and version used to map the terms, utilizing the define.xml external codelist attributes.;FINDINGS;__TOX;;;;;;;;;;;
;ZL;LBTOXGR;Standard Toxicity Grade;430;C;80;;text;;;Perm;eDT;Collected;Vendor;Variable Qualifier;*;;UPPERCASE;;;"Records toxicity grade value using a standard toxicity scale (such as the NCI CTCAE). If value is from a numeric scale, represent only the number (e.g., ""2"" and not ""Grade 2""). The sponsor is expected to provide the name of the scale and version used to map the terms, utilizing the define.xml external codelist attributes.";FINDINGS;__TOXGR;;;;;;;;;;;
;ZL;LBEVAL;Evaluator;440;C;40;;text;EVAL;;Perm;;;;Record Qualifier;(EVAL);;UPPERCASE;;;Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ADJUDICATION COMMITTEE, INDEPENDENT ASSESSOR, RADIOLOGIST.;FINDINGS;__EVAL;;;;;;;;;;;
;ZL;LBEVALID;Evaluator Identifier;450;C;40;;text;MEDEVAL;;Perm;;;;Variable Qualifier;(MEDEVAL);;UPPERCASE;;;Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: RADIOLOGIST1 or RADIOLOGIST2;FINDINGS;__EVALID;;;;;;;;;;;
;ZL;LBREPNUM;Repetition Number;460;N;8;;integer;;;Perm;;;;Record Qualifier;;;;;;The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary, e.g., within a time point or within a visit. For example, multiple measurements of blood pressure or multiple analyses of a sample.;NN DEFINED;__REPNUM;;;;;;;;;;;
;ZL;ETCD;Element Code;470;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.;NN DEFINED;ETCD;;;;;;;;;;;
;ZL;ELEMENT;Description of Element;480;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;The name of the Element.;NN DEFINED;ELEMENT;;;;;;;;;;;
;ZL;VISITNUM;Visit Number;490;N;8;9,3;float;;;Exp;Protocol;Protocol;Sponsor;Timing;;;;;;1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.;TIMING;VISITNUM;;;;;;;;;;;
;ZL;VISIT;Visit Name;500;C;40;;text;;;Perm;Protocol;Protocol;Sponsor;Timing;;;UPPERCASE;;;1. Protocol-defined description of clinical encounter 2. May be used in addition to VISITNUM and/or VISITDY;TIMING;VISIT;;;;;;;;;;;
;ZL;VISITDY;Planned Study Day of Visit;510;N;8;;integer;;;Perm;Assigned;Assigned;Sponsor;Timing;;;;;Based on TV.VISITDY;Planned study day of the visit based upon RFSTDTC in Demographics.;TIMING;VISITDY;;;;;;;;;;;
;ZL;TAETORD;Planned Order of Element within Arm;520;N;8;;integer;;;Perm;Protocol;Protocol;Sponsor;Timing;;;;;;Number that gives the planned order of the Element within the Arm for the element in which the assessment was made;TIMING;TAETORD;;;;;;;;;;;
;ZL;EPOCH;Epoch;530;C;40;;text;EPOCH;;Perm;Protocol;Protocol;Sponsor;Timing;(EPOCH);;UPPERCASE;;Set based on the SE domain;Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).;TIMING;EPOCH;;;;;;;;;;;
;ZL;LBDTC;Date/Time of Specimen Collection;540;C;64;;datetime;;;Exp;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;;TIMING;__DTC;;;;;;;;;;;
;ZL;LBENDTC;End Date/Time of Specimen Collection;550;C;64;;datetime;;;Perm;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;;TIMING;__ENDTC;;;;;;;;;;;
;ZL;LBDY;Study Day of Specimen Collection;560;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If LBDTC GE RFSTDTC then LBDY=LBDTC-RFSTDTC+1; otherwise LBDY=LBDTC-RFSTDTC.";;;;1. Study day of specimen collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.;TIMING;__DY;;;;;;;;;;;
;ZL;LBENDY;Study Day of End of Specimen Collection;570;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If LBENDTC GE RFSTDTC then LBENDY=LBENDTC-RFSTDTC+1; otherwise LBENDY=LBENDTC-RFSTDTC.";;;;Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;TIMING;__ENDY;;;;;;;;;;;
;ZL;LBTPT;Planned Time Point Name;580;C;80;;text;;;Perm;eDT;Collected;Vendor;Timing;;;UPPERCASE;;;1. Text Description of time when specimen should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See LBTPTNUM and LBTPTREF. Examples: Start, 5 min post.;TIMING;__TPT;;;;;;;;;;;
;ZL;LBTPTNUM;Planned Time Point Number;590;N;8;8,1;float;;;Perm;eDT;Collected;Vendor;Timing;;;;;;Numerical version of LBTPT to aid in sorting.;TIMING;__TPTNUM;;;;;;;;;;;
;ZL;LBELTM;Planned Elapsed Time from Time Point Ref;600;C;64;;text;;;Perm;eDT;Collected;Vendor;Timing;ISO 8601;;UPPERCASE DURATION;;;"Planned Elapsed time (in ISO 8601) relative to a planned fixed reference (LBTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by LBTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by LBTPTREF.";TIMING;__ELTM;;;;;;;;;;;
;ZL;LBTPTREF;Time Point Reference;610;C;40;;text;;;Perm;eDT;Collected;Vendor;Timing;;;UPPERCASE;;;Name of the fixed reference point referred to by LBELTM, LBTPTNUM, and LBTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.;TIMING;__TPTREF;;;;;;;;;;;
;ZL;LBRFTDTC;Date/Time of Reference Time Point;620;C;64;;datetime;;;Perm;eDT;Collected;Vendor;Timing;ISO 8601;;UPPERCASE DATETIME;;;Date/time of the reference time point, LBTPTREF.;TIMING;__RFTDTC;;;;;;;;;;;
;ZV;SRC_FIND_COLL_UNIT;CDW SRC Finding Collection Unit;10;C;80;;text;;;Perm;;;;Record Qualifier;;;;;;;NN DEFINED;SRC_FIND_COLL_UNIT;;;;Y;;;;;;;
;ZV;TOPIC_CD;CDW Topic Code;20;C;80;;text;;;Perm;;;;Topic;;;;;;;NN DEFINED;TOPIC_CD;;;;Y;;;;;;;
;ZV;STUDYID;Study Identifier;30;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Identifier;;;UPPERCASE;;;Unique identifier for a study.;IDENTIFIERS;STUDYID;;;;;;;;;;;
;ZV;DOMAIN;Domain Abbreviation;40;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;VS;;UPPERCASE;;;Two-character abbreviation for the domain.;IDENTIFIERS;DOMAIN;;;;;;;;;;;
;ZV;USUBJID;Unique Subject Identifier;50;C;60;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Concatenation of STUDYID and DM.SUBJID;Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.;IDENTIFIERS;USUBJID;;;;;;;;;;;
;ZV;SPDEVID;Sponsor Device Identifier;60;C;80;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined identifier for a device;IDENTIFIERS;SPDEVID;;;;;;;;;;;
;ZV;VSSEQ;Sequence Number;70;N;8;;integer;;;Req;Assigned;Assigned;Sponsor;Identifier;;Sequential number identifying records within each USUBJID;;;;Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.;IDENTIFIERS;__SEQ;;;;;;;;;;;
;ZV;VSGRPID;Group ID;80;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Used to tie together a block of related records in a single domain for a subject.;IDENTIFIERS;__GRPID;;;;;;;;;;;
;ZV;VSREFID;Reference ID;90;C;40;;text;;;Perm;;Collected;;Identifier;;;UPPERCASE;;;;IDENTIFIERS;__REFID;;;;;;;;;;;
;ZV;VSSPID;Sponsor-Defined Identifier;100;C;40;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database.;IDENTIFIERS;__SPID;;;;;;;;;;;
;ZV;VSLNKID;Link ID;110;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.;IDENTIFIERS;__LNKID;;;;;;;;;;;
;ZV;VSLNKGRP;Link Group ID;120;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.;IDENTIFIERS;__LNKGRP;;;;;;;;;;;
;ZV;VSTESTCD;Vital Signs Test Short Name;130;C;8;;text;VSTESTCD;;Req;Assigned;Assigned;Sponsor;Topic;(VSTESTCD);;UPPERCASE;;;"Short name of the measurement, test, or examination described in VSTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in VSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). VSTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: SYSBP, DIABP, BMI.";FINDINGS;__TESTCD;;;;;;;;;;;
;ZV;VSTEST;Vital Signs Test Name;140;C;40;;text;VSTEST;;Req;Assigned;Assigned;Sponsor;Synonym Qualifier;(VSTEST);;MIXEDCASE;;;Verbatim name of the test or examination used to obtain the measurement or finding. The value in VSTEST cannot be longer than 40 characters. Examples: Systolic Blood Pressure, Diastolic Blood Pressure, Body Mass Index.;FINDINGS;__TEST;;;;;;;;;;;
;ZV;VSCAT;Category for Vital Signs;150;C;60;;text;VSCAT;;Perm;Assigned;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;;Used to define a category of related records.;FINDINGS;__CAT;;;;;;;;;;;
;ZV;VSSCAT;Subcategory for Vital Signs;160;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;;A further categorization of a measurement or examination.;FINDINGS;__SCAT;;;;;;;;;;;
;ZV;VSPOS;Vital Signs Position of Subject;170;C;40;;text;POSITION;;Perm;Assigned;Assigned;Sponsor;Record Qualifier;(POSITION);;UPPERCASE;;;Position of the subject during a measurement or examination. Examples: SUPINE, STANDING, SITTING.;FINDINGS;__POS;;;;;;;;;;;
;ZV;VSORRES;Result or Finding in Original Units;180;C;200;;text;;;Exp;CRF;Collected;Investigator;Result Qualifier;;;UPPERCASE;;;Result of the vital signs measurement as originally received or collected.;FINDINGS;__ORRES;;;;;VSTESTCD;VSTEST;;CATGO_CT;;;
;ZV;VSORRESU;Original Units;190;C;40;;text;VSRESU;;Exp;CRF;Collected;Investigator;Variable Qualifier;(VSRESU);;MIXEDCASE;;;Original units in which the data were collected. The unit for VSORRES. Examples: IN, LB, BEATS/MIN.;FINDINGS;__ORRESU;;;;;VSTESTCD;VSTEST;Y;;;;
;ZV;VSSTRESC;Character Result/Finding in Std Format;200;C;200;;text;;;Exp;Derived;Derived;Sponsor;Result Qualifier;;VSORRES converted into standard unit;UPPERCASE;;;"Contains the result value for all findings, copied or derived from VSORRES in a standard format or standard units. VSSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in VSSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in VSORRES and these results effectively have the same meaning, they could be represented in standard format in VSSTRESC as ""NEGATIVE"".";FINDINGS;__STRESC;;;;;;;;;;;
;ZV;VSSTRESN;Numeric Result/Finding in Standard Units;210;N;8;8,3;float;;;Exp;Derived;Derived;Sponsor;Result Qualifier;;VSORRES converted into standard unit;;;;"Used for continuous or numeric results or findings in standard format; copied in numeric format from VSSTRESC. VSSTRESN should store all numeric test results or findings.";FINDINGS;__STRESN;;;;;;;;;;;
;ZV;VSSTRESU;Standard Units;220;C;40;;text;VSRESU;;Exp;Assigned;Assigned;Sponsor;Variable Qualifier;(VSRESU);;MIXEDCASE;;;Standardized unit used for VSSTRESC and VSSTRESN.;FINDINGS;__STRESU;;;;;;;;;;;
;ZV;VSSTAT;Completion Status;230;C;40;;text;ND;;Perm;Derived;Derived;Sponsor;Record Qualifier;(ND);Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF;UPPERCASE;;;Used to indicate that a vital sign measurement was not done. Should be null if a result exists in VSORRES.;FINDINGS;__STAT;;;;;;;;;;;
;ZV;VSREASND;Reason Not Performed;240;C;200;;text;;;Perm;Derived;Derived;Sponsor;Record Qualifier;;Set to NOT COLLECTED if VSSTAT is set to NOT DONE;UPPERCASE;;;Describes why a measurement or test was not performed. Examples: BROKEN EQUIPMENT or SUBJECT REFUSED. Used in conjunction with VSSTAT when value is NOT DONE.;FINDINGS;__REASND;;;;;;;;;;;
;ZV;VSLOC;Location of Vital Signs Measurement;250;C;100;;text;LOC;;Perm;;;;Record Qualifier;(LOC);;UPPERCASE;;;Location relevant to the collection of Vital Signs measurement. Example: ARM for blood pressure.;FINDINGS;__LOC;;;;;;;;;;;
;ZV;VSLAT;Laterality;260;C;40;;text;LAT;;Perm;;;;Result Qualifier;(LAT);;UPPERCASE;;;Qualifier for anatomical location or specimen further detailing laterality. Examples: RIGHT, LEFT, BILATERAL;FINDINGS;__LAT;;;;;;;;;;;
;ZV;VSMETHOD;Method of Test or Examination;270;C;80;;text;METHOD;;Perm;;;;Record Qualifier;(METHOD);;UPPERCASE;;;Method of the test or examination. Examples: EIA (Enzyme Immunoassay), ELECTROPHORESIS, DIPSTICK;FINDINGS;__METHOD;;;;;;;;;;;
;ZV;VSLOBXFL;Last Observation Before Exposure Flag;280;C;1;;text;NY;;Exp;;;;Record Qualifier;(NY);;UPPERCASE;;;"Operationally-derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null.";FINDINGS;__LOBXFL;;;;;;;;;;;Y
;ZV;VSBLFL;Baseline Flag;290;C;2;;text;NY;;Exp;Derived;Derived;Sponsor;Record Qualifier;(NY);Baseline flag set to Y when the assessment is collected at the visit marked as baseline in the trial flowchart;UPPERCASE;;;"Indicator used to identify a baseline value. The value should be ""Y"" or null.";FINDINGS;__BLFL;;;;;;;;;;;Y
;ZV;VSDRVFL;Derived Flag;300;C;2;;text;NY;;Perm;;;;Record Qualifier;(NY);;UPPERCASE;;;Used to indicate a derived record. The value should be Y or null. Records which represent the average of other records or which do not come from the CRF are examples of records that would be derived for the submission datasets. If VSDRVFL=Y, then VSORRES may be null, with VSSTRESC and (if numeric) VSSTRESN having the derived value.;FINDINGS;__DRVFL;;;;;;;;;;;Y
;ZV;VSEVAL;Evaluator;310;C;40;;text;EVAL;;Perm;;;;Record Qualifier;(EVAL);;UPPERCASE;;;Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ADJUDICATION COMMITTEE, INDEPENDENT ASSESSOR, RADIOLOGIST.;FINDINGS;__EVAL;;;;;;;;;;;
;ZV;VSEVALID;Evaluator Identifier;320;C;40;;text;MEDEVAL;;Perm;;;;Variable Qualifier;(MEDEVAL);;UPPERCASE;;;Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: RADIOLOGIST1 or RADIOLOGIST2;FINDINGS;__EVALID;;;;;;;;;;;
;ZV;VSREPNUM;Repetition Number;330;N;8;;integer;;;Perm;;;;Record Qualifier;;;;;;The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary, e.g., within a time point or within a visit. For example, multiple measurements of blood pressure or multiple analyses of a sample.;NN DEFINED;__REPNUM;;;;;;;;;;;
